[14783, 834, 6051, 32099, 21437, 20508, 30962, 19700, 31515, 15273, 2140, 28899, 25623, 31087, 14226, 7532, 26874, 31, 29216, 1465, 9991, 9358, 14147, 27332, 12567, 16896, 20612, 13288, 25152, 3407, 10991, 944, 14117, 3070, 18849, 5249, 8718, 4032, 32098, 12519, 17209, 3260, 8095, 6469, 29967, 4142, 7974, 23621, 13861, 4352, 29521, 9197, 31273, 7907, 10738, 434, 8047, 6767, 18142, 4704, 8656, 30335, 6545, 23609, 11784, 16332, 29537, 21637, 7250, 9166, 17656, 5951, 28542, 30678, 10125, 20348, 13009, 12582, 2662, 31162, 31353, 6356, 31334, 1212, 2575, 17699, 19106, 6734, 9249, 2568, 15229, 32098, 25099, 10611, 9849, 24913, 7450, 27550, 1232, 3854, 5123, 19317, 5134, 28381, 29676, 24098, 24914, 10398, 7056, 16698, 29973, 26093, 30965, 9721, 481, 3752, 20054, 16517, 22431, 28562, 17653, 10281, 3158, 32098, 21224, 30863, 28554, 22666, 22962, 10014, 21444, 17998, 8064, 8142, 18355, 7050, 28001, 16317, 15107, 17075, 28957, 29191, 4083, 30634, 27245, 28970, 2203, 18654, 30920, 17722, 16670, 21324, 23128, 24033, 254, 5021, 28700, 23997, 7841, 26271, 32098, 18942, 21125, 2102, 16214, 27771, 18470, 3781, 18436, 22412, 2327, 26569, 1019, 8537, 23955, 26501, 15984, 3611, 14724, 13823, 44, 19388, 10674, 17843, 14009, 24961, 10845, 31875, 19847, 4980, 7925, 3249, 17088, 19331, 22363, 31309, 31552, 30497, 12712, 7201, 2727, 5208, 17618, 28001, 24688, 214, 1853]	[12519, 17209, 3260, 8095, 6469, 29967, 4142, 7974, 23621, 13861, 4352, 29521, 9197, 31273, 7907, 10738, 434, 8047, 6767, 18142, 4704, 8656, 30335, 6545, 23609, 11784, 16332, 29537, 21637, 7250, 9166, 17656, 5951, 28542, 30678, 10125, 20348, 13009, 12582, 2662, 31162, 31353, 6356, 31334, 1212, 2575, 17699, 19106, 6734, 9249, 2568, 15229]
[14783, 834, 6051, 32099, 14994, 30556, 27609, 24278, 30866, 14865, 13525, 14843, 10665, 30102, 16432, 4726, 1454, 7144, 22105, 22052, 24138, 15878, 2156, 16856, 19118, 28052, 3717, 7733, 22421, 3225, 5781, 24437, 22917, 5617, 24132, 15765, 8607, 14948, 4341, 19028, 5132, 21572, 17900, 31279, 2385, 17018, 12533, 11316, 3336, 15457, 13451, 4053, 12207, 1130, 21516, 15027, 12817, 24246, 465, 19479, 26007, 20998, 3603, 29509, 3737, 28349, 11839, 18175, 23578, 22653, 127, 6473, 4697, 3460, 16754, 17506, 31278, 30099, 17847, 6646, 24398, 31387, 31954, 16411, 22213, 14557, 3451, 25429, 6350, 23437, 17951, 16979, 7557, 80, 21888, 10173, 19103, 26264, 15820, 14992, 8490, 18526, 7176, 4752, 21353, 29228, 28364, 24851, 5980, 30692, 12138, 3636, 4525, 19109, 14193, 20063, 21943, 12951, 21367, 30036, 17381, 3627, 8101, 3492, 31292, 14745, 19435, 3197, 25512, 14762, 9484, 15597, 30700, 22213, 8198, 9309, 21554, 707, 17687, 18108, 27983, 15213, 31611, 27157, 19957, 24201, 6140, 4745, 22464, 24153, 29552, 12480, 5676, 26232, 10672, 23805, 14325, 42, 3749, 29337, 31886, 21734, 8750, 19948, 24077, 12973]	[14994, 30556, 27609, 24278, 30866, 14865, 13525, 14843, 10665, 30102, 16432, 4726, 1454, 7144, 22105, 22052, 24138, 15878, 2156, 16856, 19118, 28052, 3717, 7733, 22421, 3225, 5781, 24437, 22917, 5617, 24132, 15765, 8607, 14948, 4341, 19028, 5132, 21572, 17900, 31279, 2385, 17018, 12533, 11316, 3336, 15457, 13451, 4053, 12207, 1130, 21516, 15027, 12817, 24246, 465, 19479, 26007, 20998, 3603, 29509, 3737, 28349, 11839, 18175, 23578, 22653, 127, 6473, 4697, 3460, 16754, 17506, 31278, 30099, 17847, 6646, 24398, 31387, 31954, 16411, 22213, 14557, 3451, 25429, 6350, 23437, 17951, 16979, 7557, 80, 21888, 10173, 19103, 26264, 15820, 14992, 8490, 18526, 7176, 4752, 21353, 29228, 28364, 24851, 5980, 30692, 12138, 3636, 4525, 19109, 14193, 20063, 21943, 12951, 21367, 30036, 17381, 3627, 8101, 3492, 31292, 14745, 19435, 3197, 25512, 14762, 9484, 15597, 30700, 22213, 8198, 9309, 21554, 707, 17687, 18108, 27983, 15213, 31611, 27157, 19957, 24201, 6140, 4745, 22464, 24153, 29552, 12480, 5676, 26232, 10672, 23805, 14325, 42, 3749, 29337, 31886, 21734, 8750, 19948, 24077, 12973]
[14783, 834, 6051, 32099, 17892, 32098, 16656, 8696, 32098, 9505, 32098, 14068, 32098, 2545, 32098, 29981, 32098, 10647, 32098, 25709, 32098, 11399, 32098, 10518, 32098, 12752, 32098, 3051, 32098, 17569, 32098, 18442, 32098, 29261, 32098, 6138, 32098, 27691, 10901, 32098, 29557, 32098, 29255, 32098, 25657, 32098, 8756, 32098, 29368, 32098, 10755, 32098, 19366, 32098, 28619, 32098, 876, 32098, 9957, 32098, 458, 32098, 18527, 32098, 5896, 32098, 19525, 32098, 22639, 32098, 15584, 32098, 22836, 32098, 2441, 32098, 3373, 32098, 7127, 32098, 30299, 32098, 7522, 32098, 18804, 32098, 10363, 32098, 30680, 5586, 32098, 28537, 32098, 21456, 32098, 9554, 32098, 4114, 32098, 11901, 32098, 2420, 32098, 5165, 32098, 13038, 32098, 17859, 32098, 23394, 32098, 12972, 32098, 10518, 32098, 6549, 32098, 13821, 32098, 30927, 32098, 24365, 32098, 11984, 32098, 8697, 32098, 23294, 32098, 14455, 32098, 27906, 21417, 32098, 4302, 32098, 20220, 32098, 19297, 32098, 26494, 32098, 24057, 32098, 29824, 32098, 23596, 32098, 17395, 32098, 12526, 32098, 5349, 32098, 4276, 32098, 23624, 32098, 17205, 32098, 16263, 32098, 19790, 32098, 9925, 32098, 24902, 32098, 4635, 32098, 13555, 32098, 5121, 32098, 18936, 32098, 30597, 32098, 11765, 32098, 6437, 32098, 25297, 15965, 32098, 28034, 32098, 20846, 32098, 21987, 32098, 18610, 32098, 7960, 32098, 20760, 16269, 32098, 16296, 32098, 23147, 32098, 1037, 32098, 15639, 32098, 21507, 32098, 25145, 32098, 3427, 32098, 4667]	[16656, 8696]
[14783, 834, 6051, 32099, 24481, 31765, 16565, 28963, 12234, 18070, 16693, 1129, 17260, 5912, 5018, 11379, 882, 32098, 8808, 20468, 14106, 15592, 26818, 24882, 31325, 6261, 30956, 19316, 17384, 32098, 26081, 5814, 18217, 4565, 5259, 7490, 10642, 4503, 10583, 32098, 26566, 11666, 10590, 15121, 15176, 11634, 11406, 32098, 8536, 29688, 1437, 28256, 24261, 21318, 8395, 32098, 12482, 12194, 2434, 27131, 91, 7458, 14146, 3776, 10778, 32098, 3584, 20561, 23677, 14072, 16305, 23078, 23745, 24042, 25878, 24484, 10772, 12553, 20313, 8718, 23724, 32098, 21115, 28969, 28617, 9664, 548, 12927, 29913, 32098, 14856, 21970, 2001, 6295, 17984, 21980, 25216, 2848, 8663, 23673, 29212, 20701, 32098, 3739, 4130, 9538, 12361, 532, 8583, 25309, 12865, 28967, 5554, 10790, 7171, 3524, 32098, 13690, 19797, 20555, 6729, 26631, 10288, 18871, 17060, 9494, 2892, 25284, 5545]	[3584, 20561, 23677, 14072, 16305, 23078, 23745, 24042, 25878, 24484, 10772, 12553, 20313, 8718, 23724]
[14783, 834, 6051, 32099, 28472, 32098, 29940, 32098, 29529, 32098, 4209, 32098, 26690, 32098, 13143, 32098, 25841, 32098, 27657, 32098, 12727, 32098, 10420, 32098, 22695, 32098, 13154, 32098, 20665, 32098, 28873, 32098, 14245, 27595, 32098, 22206, 32098, 5583, 32098, 9421, 32098, 551, 32098, 25309, 32098, 15198, 32098, 7782, 1797, 32098, 12545, 32098, 6530, 32098, 12893, 10192, 32098, 1125, 32098, 6239, 32098, 17963, 27860, 32098, 6854, 32098, 31149, 32098, 7419, 32098, 11235, 32098, 3594, 32098, 1058, 32098, 14844, 32098, 13951, 32098, 9516, 32098, 2879, 32098, 4756, 32098, 10419, 32098, 12188, 32098, 14578, 32098, 4948, 32098, 2216, 32098, 1214, 32098, 4178, 32098, 14660, 32098, 19597, 23866, 32098, 21175, 32098, 28441, 1339, 32098, 16549, 32098, 3088, 32098, 18324, 32098, 20246, 32098, 29973, 32098, 14365, 32098, 3211, 32098, 20451, 32098, 18405, 32098, 12033, 32098, 8719, 32098, 11627, 32098, 14514, 32098, 29251, 32098, 12655, 32098, 29704, 32098, 361, 32098, 12887, 32098, 21144, 31934, 32098, 17238, 32098, 13753, 32098, 13618, 23062, 32098, 12224, 32098, 2606, 32098, 4529, 32098, 16583, 32098, 10583, 32098, 3955, 32098, 4284, 32098, 5920, 32098, 3091, 786, 28989, 32098, 9961, 32098, 10575, 32098, 19090, 32098, 2737, 32098, 26417, 32098, 16300, 32098, 27089, 32098, 25637, 32098, 1723, 32098, 19598, 16641, 14769, 32098, 11962, 32098, 13500, 32098, 19243, 32098, 16961, 32098, 4272, 32098, 1994, 32098, 4424, 32098, 17892, 32098, 1496, 9438, 32098, 31071, 32098, 17194, 32098, 19195, 32098, 11896]	[3091, 786, 28989]
[14783, 834, 6051, 32099, 18281, 9549, 31192, 22666, 32098, 28623, 32098, 12487, 8113, 2512, 32098, 19706, 27153, 62, 32098, 1355, 7820, 67, 32098, 21720, 32098, 4056, 21016, 22145, 32098, 14678, 30697, 32098, 14202, 25505, 13666, 3840, 32098, 31179, 3438, 2312, 32098, 19558, 22383, 4782, 25800, 32098, 2351, 19275, 24809, 32098, 24034, 2353, 32098, 7378, 5262, 7223, 32098, 13830, 32098, 14244, 6664, 15788, 22962, 6773, 15637, 5186, 2059, 32098, 12218, 28270, 30955, 32098, 14923, 32098, 26486, 3450, 19542, 32098, 17312, 24046, 32098, 1916, 4389, 11636, 32098, 26432, 31472, 20370, 15290, 17917]	[14244, 6664, 15788, 22962, 6773, 15637, 5186, 2059]
[14783, 834, 6051, 32099, 11962, 15811, 16201, 32098, 10190, 24034, 32098, 8618, 28198, 32098, 21562, 28309, 18395, 32098, 9525, 30262, 17138, 32098, 4631, 32098, 31516, 15749, 32098, 7326, 32098, 12342, 32098, 356, 32098, 22759, 28839, 27624, 7681, 32098, 26615, 32098, 20896, 8840, 32098, 14226, 15553, 9386, 32098, 22209, 28463, 32098, 11617, 25678, 32098, 23632, 17983, 8992, 32098, 8663, 13162, 11487, 31416, 8628, 32098, 31037, 27562, 32098, 6185, 32098, 25484, 32098, 27426, 32098, 320, 3433, 32098, 2076, 16630, 4010, 32098, 18186, 10671, 7717, 25664, 32098, 20685, 32098, 22279, 28735, 32098, 29357, 14491, 32098, 24535, 1294, 32098, 10728, 27725, 32098, 4230, 32098, 23388, 17813, 11240, 884, 420, 32098, 20980, 16593, 32098, 29142, 32098, 5011, 8235, 32098, 25679, 32098, 16138, 32098, 7444, 32098, 1300, 9127, 32098, 10202, 28766, 32098, 21245, 22126, 20916, 32098, 31178, 1274, 24424, 32098, 618, 30520, 32098, 22710, 32098, 19009, 12455, 15706, 32098, 20357, 20943, 32098, 30328, 28163, 32098, 2277, 32098, 26266, 23242, 20385, 32098, 348, 32098, 11360, 32098, 5644, 16270, 32098, 12168, 32098, 21099, 4757, 2875, 32098, 31232, 32098, 5197, 28967, 26597, 32098, 13308, 7338, 32098, 26806, 32098, 27658, 32098, 17478, 19337]	[8663, 13162, 11487, 31416, 8628]
[14783, 834, 6051, 32099, 4308, 22612, 32098, 15095, 30931, 23788, 32098, 28531, 5780, 32098, 467, 23443, 30715, 32098, 25416, 10463, 23977, 15497, 30148, 13209, 32098, 18078, 29371, 5227, 32098, 25082, 32098, 26154, 32098, 24324, 10620, 26059]	[25416, 10463, 23977, 15497, 30148, 13209]
[14783, 834, 6051, 32099, 29785, 32098, 12647, 32098, 21115, 32098, 16629, 32098, 23022, 32098, 1024, 32098, 28247, 32098, 9810, 32098, 73, 32098, 3404, 32098, 11017, 32098, 843, 32098, 13581, 32098, 22646, 32098, 8365, 32098, 12488, 32098, 1827, 32098, 22586, 32098, 29230, 21096, 32098, 2646, 32098, 31221, 32098, 21690, 32098, 3568, 32098, 13657, 5759, 32098, 21312, 32098, 12356, 32098, 12037, 32098, 14951, 32098, 29953, 32098, 4254, 32098, 26859, 32098, 981, 32098, 31849, 32098, 30614, 32098, 28923, 32098, 19136, 32098, 8747, 32098, 8042, 32098, 12543, 32098, 22233, 32098, 7416, 32098, 13039, 32098, 6827, 32098, 25647, 32098, 4216, 32098, 15427, 32098, 30338, 32098, 13924, 32098, 206, 32098, 17088, 32098, 27290, 32098, 26567, 32098, 23407, 32098, 4207, 32098, 2114, 32098, 9928, 32098, 25457, 32098, 28276, 32098, 7833, 32098, 3345, 32098, 5551, 19793, 32098, 30856, 32098, 50, 32098, 2202, 32098, 29381, 32098, 4038, 32098, 28420, 32098, 6186, 32098, 859, 32098, 20792, 32098, 8971, 32098, 29491, 32098, 22385, 32098, 24988, 32098, 9833, 32098, 24028, 32098, 1352, 32098, 7808, 32098, 20357, 32098, 27760, 32098, 5257, 32098, 25874, 32098, 20145, 32098, 1798, 32098, 5190, 32098, 19452, 32098, 17605, 32098, 21256, 32098, 12214]	[29230, 21096]
[14783, 834, 6051, 32099, 28442, 32098, 11185, 1749, 32098, 25069, 22488, 32098, 15817, 32098, 3600, 7578, 30178, 32098, 30654, 32098, 12165, 15498, 32098, 27619, 30763, 19178, 32098, 24460, 31105, 30887, 32098, 23134, 11614, 32098, 26233, 5312, 32098, 11115, 2488, 32098, 6136, 32098, 15040, 32098, 5097, 32098, 28675, 26072, 25906, 32098, 27237, 32098, 30753, 32098, 21503, 32098, 11187, 28555, 32098, 17314, 32098, 28161, 32098, 3184, 24480, 32098, 9896, 30366, 32098, 4842, 23325, 14021, 32098, 2522, 32098, 2812, 32098, 418, 32098, 13942, 1460, 32098, 12800, 32098, 5915, 32098, 2254, 8426, 32098, 23107, 10531, 32098, 21283, 32098, 19166, 32098, 13024, 32098, 27230, 32098, 4080, 32098, 3564, 32098, 7486, 32098, 4865, 1545, 32098, 6194, 32098, 17329, 24250, 709, 18065, 32098, 19710, 7972, 32098, 3495, 32098, 23550, 32098, 15968, 32098, 12686, 18541, 32098, 2408, 32098, 20015, 31574, 32098, 22320, 26389, 21998, 32098, 9354, 32098, 12317, 32098, 22934, 26431, 32098, 26368, 32098, 25384, 24524, 32098, 22535, 19302, 32098, 15254, 2407, 32098, 31838, 32098, 9911, 10602, 32098, 31643, 32098, 11586, 32098, 10995, 9716, 32098, 7749, 32098, 19291, 32098, 16775, 32098, 23415, 26378, 32098, 30443, 26475, 32098, 10539, 28723, 16817, 5528, 32098, 2758, 32098, 29921, 32098, 22064, 31719, 7850, 10530, 32098, 4229, 32098, 4221, 32098, 19372, 22399, 32098, 724, 32098, 12496, 25301, 32098, 9011, 20741, 32098, 21870, 32098, 11834, 5077]	[17329, 24250, 709, 18065]
