[3476, 32099, 9025, 19339, 7835, 9025, 25084, 28905, 8132, 9025, 15197, 29638, 9716, 28010, 8566, 9025, 30661, 9025, 20954, 9025, 9025, 9025, 17062, 5746, 30045, 2742, 27772, 25501, 27445, 9025, 18373, 9025, 10773, 29310, 9025, 13939, 9025, 9025, 9025, 16068, 24027, 9025, 19386, 9025, 30422, 9025, 2711, 8384, 4485, 9025, 11236, 31007, 9025, 9025, 29932, 9025, 26831, 17077, 11151, 26089, 9025, 2551, 29282, 3725, 2084, 15159, 9025, 30373, 9025, 21612, 9025, 9025, 9025, 1777, 9025, 9025, 2519, 9025, 26832, 11064, 21522, 9025, 12418, 24704, 9025, 4508, 18326, 8149, 15387, 16056, 9025, 18944, 9025, 9513, 9025, 9025, 9025, 6468, 24524, 9025, 9025, 9025, 27671, 9025, 9025, 25171, 4294, 9025, 24744, 9025, 2407, 1061, 30159, 14977, 29521, 31212, 28161, 9025, 9025, 9025, 9025, 9025, 9337, 9025, 9025, 9025, 29877, 24821, 19186, 10125, 876, 9025, 9025, 26393, 24242, 9025, 23237, 1496, 20468, 16701, 26780, 20919, 9025, 31478, 9025, 9025, 8333, 28126, 9025, 17500, 8165, 9025, 24030, 12963, 18346, 30066, 7221, 13159, 9025, 9025, 9025, 15420, 21938, 9025, 6490, 9025, 19292, 9025, 9025, 9025, 25880, 10544, 9025, 9025, 9025, 9025, 18906, 14905, 9025, 30671, 9025, 32097, 9025]	[4581]
[3476, 32099, 23222, 20218, 25654, 25654, 25654, 25654, 25654, 11880, 19481, 25654, 25654, 25654, 27660, 4378, 25654, 21627, 25654, 25654, 25654, 26863, 25654, 5108, 25654, 25654, 3890, 25654, 19224, 25654, 25654, 25654, 25654, 25654, 5275, 5075, 25654, 25654, 24980, 25654, 24707, 25654, 25654, 25654, 25654, 25654, 25654, 10275, 22336, 25654, 25654, 25654, 25654, 19495, 22603, 25654, 4499, 25654, 475, 344, 13688, 21198, 19366, 10220, 22063, 9492, 32097, 25654]	[4475]
[3476, 32099, 10126, 31880, 31880, 5846, 29300, 18974, 6859, 31880, 31880, 31880, 31880, 7230, 31880, 18189, 31880, 7196, 26430, 31880, 31880, 31880, 3859, 31403, 31880, 10339, 31880, 31880, 22516, 31880, 19966, 31880, 31880, 946, 3513, 10396, 31880, 19838, 31880, 6685, 23431, 27973, 10307, 18443, 31880, 6079, 9476, 31880, 31880, 31880, 12241, 19629, 31880, 19873, 31880, 31880, 20586, 31880, 31880, 31880, 1721, 18391, 31015, 31880, 16900, 31880, 31880, 16935, 605, 30658, 17337, 29985, 31880, 7760, 13182, 1317, 19560, 3902, 31880, 31880, 5612, 25958, 31880, 31880, 27002, 10765, 622, 31880, 10514, 31880, 1501, 3070, 17650, 31880, 5476, 24218, 29336, 30814, 10153, 23336, 31880, 22103, 24808, 31880, 31880, 31880, 31880, 21959, 5997, 29987, 31880, 17740, 31880, 21369, 31880, 31880, 31880, 31880, 31880, 31880, 594, 31880, 2153, 31880, 23677, 31880, 31880, 31880, 32097, 31880]	[3449]
[3476, 32099, 28386, 26423, 5402, 28386, 28386, 28386, 28386, 28386, 7710, 4773, 28386, 28386, 19285, 28386, 28386, 28386, 21717, 28386, 25702, 28386, 9200, 28386, 28386, 23238, 28386, 28386, 7471, 28386, 1776, 28386, 28386, 28386, 28386, 28386, 18646, 8107, 28386, 2582, 30928, 6594, 9825, 28386, 28386, 28386, 18191, 28386, 28386, 28386, 28386, 28386, 28386, 28386, 28386, 25045, 28386, 28386, 20967, 28386, 28386, 28386, 28386, 28386, 28386, 28386, 21746, 9071, 26409, 15808, 28386, 28386, 21193, 30474, 28386, 28386, 10258, 28386, 25276, 28386, 28386, 28386, 28386, 28386, 28386, 987, 28386, 5913, 28386, 28386, 28386, 28386, 6439, 28386, 28386, 19659, 28386, 28386, 28386, 30903, 28386, 25739, 28386, 28386, 28386, 28386, 28386, 28386, 29074, 1190, 28386, 17442, 28386, 23744, 28386, 17248, 9253, 17640, 13811, 9309, 28386, 28386, 28386, 31857, 28386, 28386, 28386, 28386, 28386, 28386, 28386, 1754, 28386, 28386, 28386, 28386, 28071, 28386, 28386, 28386, 28386, 28386, 28386, 28386, 28386, 14319, 28386, 7105, 28386, 28386, 28386, 4711, 28386, 28386, 31473, 28386, 28386, 28386, 28386, 31023, 28386, 28386, 28058, 28386, 28386, 31672, 28386, 30141, 29348, 4513, 28386, 28386, 28386, 28386, 28386, 7893, 28386, 28386, 28386, 28386, 28386, 28386, 28386, 28386, 28386, 32097, 28386]	[21976]
[3476, 32099, 12473, 29394, 12473, 12473, 6199, 1597, 12473, 31204, 12473, 1740, 23308, 3131, 10135, 29287, 22109, 1600, 7455, 4173, 25762, 30532, 12473, 11327, 12473, 27727, 13156, 7621, 27001, 11636, 15904, 4722, 18588, 3026, 780, 12473, 18674, 12473, 12473, 12473, 12473, 20551, 19258, 25829, 18794, 12473, 12473, 11263, 12473, 7775, 2688, 25746, 20710, 12473, 12473, 12473, 20830, 14827, 12473, 8015, 6054, 12473, 24005, 12473, 20438, 26211, 12473, 10000, 12473, 24664, 12473, 23324, 19862, 2898, 12473, 15446, 6310, 12473, 11992, 24416, 162, 12473, 12473, 12473, 27977, 6058, 19899, 15734, 25344, 17293, 20639, 12473, 12473, 12450, 12473, 6305, 8711, 10129, 24162, 4038, 12473, 12473, 23282, 3386, 12473, 1093, 12473, 23324, 28453, 30334, 26723, 8271, 12473, 20156, 26337, 11252, 25899, 5355, 19105, 12473, 12473, 12473, 14360, 1673, 12473, 12473, 7110, 12473, 1419, 31753, 22639, 10505, 12473, 21440, 12473, 29471, 12473, 12473, 9260, 6024, 30977, 12473, 2049, 12473, 26049, 1358, 25979, 24838, 12473, 4850, 12956, 27594, 30928, 12473, 12473, 12473, 12473, 12473, 12473, 4142, 21292, 12473, 12473, 9103, 18303, 12473, 12473, 12473, 16022, 12473, 15503, 30963, 20076, 12473, 16798, 12473, 12473, 26029, 12473, 17286, 27988, 12473, 12473, 11762, 12473, 7442, 7497, 12473, 23326, 12473, 12020, 20319, 12473, 12473, 24361, 12473, 17862, 12473, 32097, 12473]	[6374]
[3476, 32099, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9007, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 6128, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 25775, 9266, 9266, 9266, 9266, 9266, 31723, 9266, 9266, 634, 9266, 9266, 9266, 9266, 4366, 9266, 9266, 9266, 9266, 12736, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 9266, 27129, 9266, 9266, 938, 9266, 12268, 32097, 9266]	[4013]
[3476, 32099, 30959, 30959, 31636, 30959, 23035, 30959, 30959, 30959, 30959, 18073, 28695, 30959, 30959, 30959, 30959, 7844, 30959, 9427, 7795, 10629, 30959, 30959, 14598, 30959, 30959, 6349, 30959, 30959, 8805, 30959, 1598, 8905, 6773, 30959, 30959, 8848, 4106, 30959, 13511, 30959, 1068, 30959, 30959, 30959, 7834, 7906, 30959, 9398, 30959, 24326, 14627, 19188, 2521, 8803, 30959, 30637, 15042, 30959, 30959, 30959, 30959, 16815, 9668, 30959, 27139, 11509, 30959, 30959, 30959, 30959, 30959, 30959, 30959, 29436, 30959, 30959, 16235, 4663, 11062, 30959, 12200, 30959, 30959, 6059, 20738, 13792, 30959, 30959, 3573, 30959, 26326, 30959, 11199, 30959, 30959, 30959, 9903, 30959, 30959, 13827, 30959, 17826, 11136, 14795, 9530, 30959, 837, 20199, 14250, 30959, 31105, 30959, 10868, 18200, 31990, 8418, 31529, 31064, 20423, 7920, 30959, 25099, 30959, 30959, 22596, 32097, 30959]	[4056]
[3476, 32099, 12755, 19902, 22954, 19902, 8128, 21730, 15093, 30863, 19902, 16239, 15588, 19902, 28279, 28747, 24654, 6966, 9799, 21825, 14537, 19877, 10305, 9147, 19902, 19902, 32097, 19902]	[431]
[3476, 32099, 17037, 17037, 17037, 17037, 17037, 17037, 31573, 17037, 17037, 17037, 32097, 17037]	[668]
[3476, 32099, 9306, 9306, 9306, 9306, 9306, 9306, 9306, 9306, 9306, 9306, 9306, 31700, 9306, 9306, 9306, 9306, 16263, 9306, 9306, 30776, 9306, 9306, 9306, 25818, 9306, 9306, 6818, 9306, 9306, 9306, 1464, 9306, 9306, 29566, 14286, 9306, 29954, 18877, 9306, 9306, 9306, 9306, 9306, 9306, 9306, 9306, 9306, 9306, 9306, 9306, 9306, 20881, 18949, 20677, 9306, 9306, 9306, 9306, 9306, 9306, 27804, 9306, 9306, 9306, 1615, 29767, 9306, 9306, 21052, 22812, 9306, 9306, 25895, 10086, 9306, 9306, 9306, 9306, 9306, 18888, 9306, 11841, 9306, 9306, 3075, 27484, 9306, 9306, 30465, 9306, 9306, 15763, 13784, 9306, 9306, 9670, 10451, 9306, 9306, 25594, 9306, 9306, 9306, 1639, 9306, 9306, 11506, 9306, 14030, 9306, 31484, 9306, 940, 9306, 14927, 9306, 9306, 9306, 9306, 9306, 9306, 9306, 9306, 17799, 9306, 9306, 9306, 14912, 10747, 9306, 9306, 9306, 9306, 9306, 9306, 13125, 9306, 9306, 21814, 27142, 9306, 9306, 9726, 9306, 9306, 9306, 32097, 9306]	[17864]
